code,language,safety,Unnamed: 3,Unnamed: 4,Unnamed: 5
"static void

vc4_free_hang_state(struct drm_device *dev, struct vc4_hang_state *state)

{

	unsigned int i;



	for (i = 0; i < state->user_state.bo_count; i++)

		drm_gem_object_unreference_unlocked(state->bo[i]);



	kfree(state);

}",c,vulnerable,,,
"int

vc4_get_hang_state_ioctl(struct drm_device *dev, void *data,

			 struct drm_file *file_priv)

{

	struct drm_vc4_get_hang_state *get_state = data;

	struct drm_vc4_get_hang_state_bo *bo_state;

	struct vc4_hang_state *kernel_state;

	struct drm_vc4_get_hang_state *state;

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	unsigned long irqflags;

	u32 i;

	int ret = 0;



	spin_lock_irqsave(&vc4->job_lock, irqflags);

	kernel_state = vc4->hang_state;

	if (!kernel_state) {

		spin_unlock_irqrestore(&vc4->job_lock, irqflags);

		return -ENOENT;

	}",c,vulnerable,,,
"bo_count * sizeof(*bo_state)))

		ret = -EFAULT;



	kfree(bo_state);



err_free:



	vc4_free_hang_state(dev, kernel_state);



err:

	return ret;

}



static void

vc4_save_hang_state(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	struct drm_vc4_get_hang_state *state;

	struct vc4_hang_state *kernel_state;

	struct vc4_exec_info *exec[2];

	struct vc4_bo *bo;

	unsigned long irqflags;

	unsigned int i, j, unref_list_count, prev_idx;



	kernel_state = kcalloc(1, sizeof(*kernel_state), GFP_KERNEL);

	if (!kernel_state)

		return;



	state = &kernel_state->user_state;



	spin_lock_irqsave(&vc4->job_lock, irqflags);

	exec[0] = vc4_first_bin_job(vc4);

	exec[1] = vc4_first_render_job(vc4);

	if (!exec[0] && !exec[1]) {

		spin_unlock_irqrestore(&vc4->job_lock, irqflags);

		return;

	}",c,vulnerable,,,
"static void

vc4_reset(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);



	DRM_INFO(""Resetting GPU.\n"");



	mutex_lock(&vc4->power_lock);

	if (vc4->power_refcount) {

		/* Power the device off and back on the by dropping the

		 * reference on runtime PM.

		 */

		pm_runtime_put_sync_suspend(&vc4->v3d->pdev->dev);

		pm_runtime_get_sync(&vc4->v3d->pdev->dev);

	}

	mutex_unlock(&vc4->power_lock);



	vc4_irq_reset(dev);



	/* Rearm the hangcheck -- another job might have been waiting

	 * for our hung one to get kicked off, and vc4_irq_reset()

	 * would have started it.

	 */

	vc4_queue_hangcheck(dev);

}",c,vulnerable,,,
"static void

vc4_reset_work(struct work_struct *work)

{

	struct vc4_dev *vc4 =

		container_of(work, struct vc4_dev, hangcheck.reset_work);



	vc4_save_hang_state(vc4->dev);



	vc4_reset(vc4->dev);

}",c,vulnerable,,,
"static void

vc4_hangcheck_elapsed(unsigned long data)

{

	struct drm_device *dev = (struct drm_device *)data;

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	uint32_t ct0ca, ct1ca;

	unsigned long irqflags;

	struct vc4_exec_info *bin_exec, *render_exec;



	spin_lock_irqsave(&vc4->job_lock, irqflags);



	bin_exec = vc4_first_bin_job(vc4);

	render_exec = vc4_first_render_job(vc4);



	/* If idle, we can stop watching for hangs. */

	if (!bin_exec && !render_exec) {

		spin_unlock_irqrestore(&vc4->job_lock, irqflags);

		return;

	}



	ct0ca = V3D_READ(V3D_CTNCA(0));

	ct1ca = V3D_READ(V3D_CTNCA(1));



	/* If we've made any progress in execution, rearm the timer

	 * and wait.

	 */

	if ((bin_exec && ct0ca != bin_exec->last_ct0ca) ||

	    (render_exec && ct1ca != render_exec->last_ct1ca)) {

		if (bin_exec)

			bin_exec->last_ct0ca = ct0ca;

		if (render_exec)

			render_exec->last_ct1ca = ct1ca;

		spin_unlock_irqrestore(&vc4->job_lock, irqflags);

		vc4_queue_hangcheck(dev);

		return;

	}



	spin_unlock_irqrestore(&vc4->job_lock, irqflags);



	/* We've gone too long with no progress, reset.  This has to

	 * be done from a work struct, since resetting can sleep and

	 * this timer hook isn't allowed to.

	 */

	schedule_work(&vc4->hangcheck.reset_work);

}",c,vulnerable,,,
"static void

submit_cl(struct drm_device *dev, uint32_t thread, uint32_t start, uint32_t end)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);



	/* Set the current and end address of the control list.

	 * Writing the end register is what starts the job.

	 */

	V3D_WRITE(V3D_CTNCA(thread), start);

	V3D_WRITE(V3D_CTNEA(thread), end);

}",c,vulnerable,,,
"int

vc4_wait_for_seqno(struct drm_device *dev, uint64_t seqno, uint64_t timeout_ns,

		   bool interruptible)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	int ret = 0;

	unsigned long timeout_expire;

	DEFINE_WAIT(wait);



	if (vc4->finished_seqno >= seqno)

		return 0;



	if (timeout_ns == 0)

		return -ETIME;



	timeout_expire = jiffies + nsecs_to_jiffies(timeout_ns);



	trace_vc4_wait_for_seqno_begin(dev, seqno, timeout_ns);

	for (;;) {

		prepare_to_wait(&vc4->job_wait_queue, &wait,

				interruptible ? TASK_INTERRUPTIBLE :

				TASK_UNINTERRUPTIBLE);



		if (interruptible && signal_pending(current)) {

			ret = -ERESTARTSYS;

			break;

		}",c,vulnerable,,,
"static void

vc4_flush_caches(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);



	/* Flush the GPU L2 caches.  These caches sit on top of system

	 * L3 (the 128kb or so shared with the CPU), and are

	 * non-allocating in the L3.

	 */

	V3D_WRITE(V3D_L2CACTL,

		  V3D_L2CACTL_L2CCLR);



	V3D_WRITE(V3D_SLCACTL,

		  VC4_SET_FIELD(0xf, V3D_SLCACTL_T1CC) |

		  VC4_SET_FIELD(0xf, V3D_SLCACTL_T0CC) |

		  VC4_SET_FIELD(0xf, V3D_SLCACTL_UCC) |

		  VC4_SET_FIELD(0xf, V3D_SLCACTL_ICC));

}",c,vulnerable,,,
"void

vc4_submit_next_bin_job(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	struct vc4_exec_info *exec;



again:

	exec = vc4_first_bin_job(vc4);

	if (!exec)

		return;



	vc4_flush_caches(dev);



	/* Either put the job in the binner if it uses the binner, or

	 * immediately move it to the to-be-rendered queue.

	 */

	if (exec->ct0ca != exec->ct0ea) {

		submit_cl(dev, 0, exec->ct0ca, exec->ct0ea);

	} else {

		vc4_move_job_to_render(dev, exec);

		goto again;

	}

}",c,vulnerable,,,
"void

vc4_submit_next_render_job(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	struct vc4_exec_info *exec = vc4_first_render_job(vc4);



	if (!exec)

		return;



	submit_cl(dev, 1, exec->ct1ca, exec->ct1ea);

}",c,vulnerable,,,
"void

vc4_move_job_to_render(struct drm_device *dev, struct vc4_exec_info *exec)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	bool was_empty = list_empty(&vc4->render_job_list);



	list_move_tail(&exec->head, &vc4->render_job_list);

	if (was_empty)

		vc4_submit_next_render_job(dev);

}",c,vulnerable,,,
"static void

vc4_update_bo_seqnos(struct vc4_exec_info *exec, uint64_t seqno)

{

	struct vc4_bo *bo;

	unsigned i;



	for (i = 0; i < exec->bo_count; i++) {

		bo = to_vc4_bo(&exec->bo[i]->base);

		bo->seqno = seqno;

	}



	list_for_each_entry(bo, &exec->unref_list, unref_head) {

		bo->seqno = seqno;

	}



	for (i = 0; i < exec->rcl_write_bo_count; i++) {

		bo = to_vc4_bo(&exec->rcl_write_bo[i]->base);

		bo->write_seqno = seqno;

	}

}",c,vulnerable,,,
"static void

vc4_queue_submit(struct drm_device *dev, struct vc4_exec_info *exec)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	uint64_t seqno;

	unsigned long irqflags;



	spin_lock_irqsave(&vc4->job_lock, irqflags);



	seqno = ++vc4->emit_seqno;

	exec->seqno = seqno;

	vc4_update_bo_seqnos(exec, seqno);



	list_add_tail(&exec->head, &vc4->bin_job_list);



	/* If no job was executing, kick ours off.  Otherwise, it'll

	 * get started when the previous job's flush done interrupt

	 * occurs.

	 */

	if (vc4_first_bin_job(vc4) == exec) {

		vc4_submit_next_bin_job(dev);

		vc4_queue_hangcheck(dev);

	}



	spin_unlock_irqrestore(&vc4->job_lock, irqflags);

}",c,vulnerable,,,
"static int

vc4_cl_lookup_bos(struct drm_device *dev,

		  struct drm_file *file_priv,

		  struct vc4_exec_info *exec)

{

	struct drm_vc4_submit_cl *args = exec->args;

	uint32_t *handles;

	int ret = 0;

	int i;



	exec->bo_count = args->bo_handle_count;



	if (!exec->bo_count) {

		/* See comment on bo_index for why we have to check

		 * this.

		 */

		DRM_ERROR(""Rendering requires BOs to validate\n"");

		return -EINVAL;

	}",c,vulnerable,,,
"bo_count * sizeof(uint32_t))) {

		ret = -EFAULT;

		DRM_ERROR(""Failed to copy in GEM handles\n"");

		goto fail;

	}",c,vulnerable,,,
"static int

vc4_get_bcl(struct drm_device *dev, struct vc4_exec_info *exec)

{

	struct drm_vc4_submit_cl *args = exec->args;

	void *temp = NULL;

	void *bin;

	int ret = 0;

	uint32_t bin_offset = 0;

	uint32_t shader_rec_offset = roundup(bin_offset + args->bin_cl_size,

					     16);

	uint32_t uniforms_offset = shader_rec_offset + args->shader_rec_size;

	uint32_t exec_size = uniforms_offset + args->uniforms_size;

	uint32_t temp_size = exec_size + (sizeof(struct vc4_shader_state) *

					  args->shader_rec_count);

	struct vc4_bo *bo;



	if (shader_rec_offset < args->bin_cl_size ||

	    uniforms_offset < shader_rec_offset ||

	    exec_size < uniforms_offset ||

	    args->shader_rec_count >= (UINT_MAX /

					  sizeof(struct vc4_shader_state)) ||

	    temp_size < exec_size) {

		DRM_ERROR(""overflow in exec arguments\n"");

		goto fail;

	}



	/* Allocate space where we'll store the copied in user command lists

	 * and shader records.

	 *

	 * We don't just copy directly into the BOs because we need to

	 * read the contents back for validation, and I think the

	 * bo->vaddr is uncached access.

	 */

	temp = drm_malloc_ab(temp_size, 1);

	if (!temp) {

		DRM_ERROR(""Failed to allocate storage for copying ""

			  ""in bin/render CLs.\n"");

		ret = -ENOMEM;

		goto fail;

	}

	bin = temp + bin_offset;

	exec->shader_rec_u = temp + shader_rec_offset;

	exec->uniforms_u = temp + uniforms_offset;

	exec->shader_state = temp + exec_size;

	exec->shader_state_size = args->shader_rec_count;



	if (copy_from_user(bin,

			   (void __user *)(uintptr_t)args->bin_cl,

			   args->bin_cl_size)) {

		ret = -EFAULT;

		goto fail;

	}



	if (copy_from_user(exec->shader_rec_u,

			   (void __user *)(uintptr_t)args->shader_rec,

			   args->shader_rec_size)) {

		ret = -EFAULT;

		goto fail;

	}



	if (copy_from_user(exec->uniforms_u,

			   (void __user *)(uintptr_t)args->uniforms,

			   args->uniforms_size)) {

		ret = -EFAULT;

		goto fail;

	}



	bo = vc4_bo_create(dev, exec_size, true);

	if (IS_ERR(bo)) {

		DRM_ERROR(""Couldn't allocate BO for binning\n"");

		ret = PTR_ERR(bo);

		goto fail;

	}

	exec->exec_bo = &bo->base;



	list_add_tail(&to_vc4_bo(&exec->exec_bo->base)->unref_head,

		      &exec->unref_list);



	exec->ct0ca = exec->exec_bo->paddr + bin_offset;



	exec->bin_u = bin;



	exec->shader_rec_v = exec->exec_bo->vaddr + shader_rec_offset;

	exec->shader_rec_p = exec->exec_bo->paddr + shader_rec_offset;

	exec->shader_rec_size = args->shader_rec_size;



	exec->uniforms_v = exec->exec_bo->vaddr + uniforms_offset;

	exec->uniforms_p = exec->exec_bo->paddr + uniforms_offset;

	exec->uniforms_size = args->uniforms_size;



	ret = vc4_validate_bin_cl(dev,

				  exec->exec_bo->vaddr + bin_offset,

				  bin,

				  exec);

	if (ret)

		goto fail;



	ret = vc4_validate_shader_recs(dev, exec);

	if (ret)

		goto fail;



	/* Block waiting on any previous rendering into the CS's VBO,

	 * IB, or textures, so that pixels are actually written by the

	 * time we try to read them.

	 */

	ret = vc4_wait_for_seqno(dev, exec->bin_dep_seqno, ~0ull, true);



fail:

	drm_free_large(temp);

	return ret;

}",c,vulnerable,,,
"static void

vc4_complete_exec(struct drm_device *dev, struct vc4_exec_info *exec)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	unsigned i;



	if (exec->bo) {

		for (i = 0; i < exec->bo_count; i++)

			drm_gem_object_unreference_unlocked(&exec->bo[i]->base);

		drm_free_large(exec->bo);

	}



	while (!list_empty(&exec->unref_list)) {

		struct vc4_bo *bo = list_first_entry(&exec->unref_list,

						     struct vc4_bo, unref_head);

		list_del(&bo->unref_head);

		drm_gem_object_unreference_unlocked(&bo->base.base);

	}



	mutex_lock(&vc4->power_lock);

	if (--vc4->power_refcount == 0) {

		pm_runtime_mark_last_busy(&vc4->v3d->pdev->dev);

		pm_runtime_put_autosuspend(&vc4->v3d->pdev->dev);

	}

	mutex_unlock(&vc4->power_lock);



	kfree(exec);

}",c,vulnerable,,,
"void

vc4_job_handle_completed(struct vc4_dev *vc4)

{

	unsigned long irqflags;

	struct vc4_seqno_cb *cb, *cb_temp;



	spin_lock_irqsave(&vc4->job_lock, irqflags);

	while (!list_empty(&vc4->job_done_list)) {

		struct vc4_exec_info *exec =

			list_first_entry(&vc4->job_done_list,

					 struct vc4_exec_info, head);

		list_del(&exec->head);



		spin_unlock_irqrestore(&vc4->job_lock, irqflags);

		vc4_complete_exec(vc4->dev, exec);

		spin_lock_irqsave(&vc4->job_lock, irqflags);

	}",c,vulnerable,,,
"static void vc4_seqno_cb_work(struct work_struct *work)

{

	struct vc4_seqno_cb *cb = container_of(work, struct vc4_seqno_cb, work);



	cb->func(cb);

}",c,vulnerable,,,
"int vc4_queue_seqno_cb(struct drm_device *dev,

		       struct vc4_seqno_cb *cb, uint64_t seqno,

		       void (*func)(struct vc4_seqno_cb *cb))

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	int ret = 0;

	unsigned long irqflags;



	cb->func = func;

	INIT_WORK(&cb->work, vc4_seqno_cb_work);



	spin_lock_irqsave(&vc4->job_lock, irqflags);

	if (seqno > vc4->finished_seqno) {

		cb->seqno = seqno;

		list_add_tail(&cb->work.entry, &vc4->seqno_cb_list);

	} else {

		schedule_work(&cb->work);

	}

	spin_unlock_irqrestore(&vc4->job_lock, irqflags);



	return ret;

}",c,vulnerable,,,
"static void

vc4_job_done_work(struct work_struct *work)

{

	struct vc4_dev *vc4 =

		container_of(work, struct vc4_dev, job_done_work);



	vc4_job_handle_completed(vc4);

}",c,vulnerable,,,
"static int

vc4_wait_for_seqno_ioctl_helper(struct drm_device *dev,

				uint64_t seqno,

				uint64_t *timeout_ns)

{

	unsigned long start = jiffies;

	int ret = vc4_wait_for_seqno(dev, seqno, *timeout_ns, true);



	if ((ret == -EINTR || ret == -ERESTARTSYS) && *timeout_ns != ~0ull) {

		uint64_t delta = jiffies_to_nsecs(jiffies - start);



		if (*timeout_ns >= delta)

			*timeout_ns -= delta;

	}



	return ret;

}",c,vulnerable,,,
"int

vc4_wait_seqno_ioctl(struct drm_device *dev, void *data,

		     struct drm_file *file_priv)

{

	struct drm_vc4_wait_seqno *args = data;



	return vc4_wait_for_seqno_ioctl_helper(dev, args->seqno,

					       &args->timeout_ns);

}",c,vulnerable,,,
"int

vc4_wait_bo_ioctl(struct drm_device *dev, void *data,

		  struct drm_file *file_priv)

{

	int ret;

	struct drm_vc4_wait_bo *args = data;

	struct drm_gem_object *gem_obj;

	struct vc4_bo *bo;



	if (args->pad != 0)

		return -EINVAL;



	gem_obj = drm_gem_object_lookup(file_priv, args->handle);

	if (!gem_obj) {

		DRM_ERROR(""Failed to look up GEM BO %d\n"", args->handle);

		return -EINVAL;

	}

	bo = to_vc4_bo(gem_obj);



	ret = vc4_wait_for_seqno_ioctl_helper(dev, bo->seqno,

					      &args->timeout_ns);



	drm_gem_object_unreference_unlocked(gem_obj);

	return ret;

}",c,vulnerable,,,
"int

vc4_submit_cl_ioctl(struct drm_device *dev, void *data,

		    struct drm_file *file_priv)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);

	struct drm_vc4_submit_cl *args = data;

	struct vc4_exec_info *exec;

	int ret = 0;



	if ((args->flags & ~VC4_SUBMIT_CL_USE_CLEAR_COLOR) != 0) {

		DRM_ERROR(""Unknown flags: 0x%02x\n"", args->flags);

		return -EINVAL;

	}



	exec = kcalloc(1, sizeof(*exec), GFP_KERNEL);

	if (!exec) {

		DRM_ERROR(""malloc failure on exec struct\n"");

		return -ENOMEM;

	}



	mutex_lock(&vc4->power_lock);

	if (vc4->power_refcount++ == 0)

		ret = pm_runtime_get_sync(&vc4->v3d->pdev->dev);

	mutex_unlock(&vc4->power_lock);

	if (ret < 0) {

		kfree(exec);

		return ret;

	}



	exec->args = args;

	INIT_LIST_HEAD(&exec->unref_list);



	ret = vc4_cl_lookup_bos(dev, file_priv, exec);

	if (ret)

		goto fail;



	if (exec->args->bin_cl_size != 0) {

		ret = vc4_get_bcl(dev, exec);

		if (ret)

			goto fail;

	} else {

		exec->ct0ca = 0;

		exec->ct0ea = 0;

	}



	ret = vc4_get_rcl(dev, exec);

	if (ret)

		goto fail;



	/* Clear this out of the struct we'll be putting in the queue,

	 * since it's part of our stack.

	 */

	exec->args = NULL;



	vc4_queue_submit(dev, exec);



	/* Return the seqno for our job. */

	args->seqno = vc4->emit_seqno;



	return 0;



fail:

	vc4_complete_exec(vc4->dev, exec);



	return ret;

}",c,vulnerable,,,
"void

vc4_gem_init(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);



	INIT_LIST_HEAD(&vc4->bin_job_list);

	INIT_LIST_HEAD(&vc4->render_job_list);

	INIT_LIST_HEAD(&vc4->job_done_list);

	INIT_LIST_HEAD(&vc4->seqno_cb_list);

	spin_lock_init(&vc4->job_lock);



	INIT_WORK(&vc4->hangcheck.reset_work, vc4_reset_work);

	setup_timer(&vc4->hangcheck.timer,

		    vc4_hangcheck_elapsed,

		    (unsigned long)dev);



	INIT_WORK(&vc4->job_done_work, vc4_job_done_work);



	mutex_init(&vc4->power_lock);

}",c,vulnerable,,,
"void

vc4_gem_destroy(struct drm_device *dev)

{

	struct vc4_dev *vc4 = to_vc4_dev(dev);



	/* Waiting for exec to finish would need to be done before

	 * unregistering V3D.

	 */

	WARN_ON(vc4->emit_seqno != vc4->finished_seqno);



	/* V3D should already have disabled its interrupt and cleared

	 * the overflow allocation registers.  Now free the object.

	 */

	if (vc4->overflow_mem) {

		drm_gem_object_unreference_unlocked(&vc4->overflow_mem->base.base);

		vc4->overflow_mem = NULL;

	}



	if (vc4->hang_state)

		vc4_free_hang_state(dev, vc4->hang_state);



	vc4_bo_cache_destroy(dev);

}",c,vulnerable,,,
"function create(array $values = array(), array $errors = array())

    {

        $project = $this->getProject();

        $task = $this->getTask();

        $values['project_id'] = $task['project_id'];



        $this->response->html($this->helper->layout->task('comment/create', array(

            'values' => $values,

            'errors' => $errors,

            'task' => $task,

            'project' => $project,

        )));

    }",php,safe,,,
"function save()

    {

        $task = $this->getTask();

        $values = $this->request->getValues();

        $values['task_id'] = $task['id'];

        $values['user_id'] = $this->userSession->getId();



        list($valid, $errors) = $this->commentValidator->validateCreation($values);



        if ($valid) {

            if ($this->commentModel->create($values) !== false) {

                $this->flash->success(t('Comment added successfully.'));

            } else {

                $this->flash->failure(t('Unable to create your comment.'));

            }



            $this->response->redirect($this->helper->url->to('TaskViewController', 'show', array('task_id' => $task['id'], 'project_id' => $task['project_id']), 'comments'), true);

        }",php,safe,,,
"function edit(array $values = array(), array $errors = array())

    {

        $task = $this->getTask();

        $comment = $this->getComment($task);



        if (empty($values)) {

            $values = $comment;

        }



        $values['project_id'] = $task['project_id'];



        $this->response->html($this->template->render('comment/edit', array(

            'values' => $values,

            'errors' => $errors,

            'comment' => $comment,

            'task' => $task,

        )));

    }",php,safe,,,
"function update()

    {

        $task = $this->getTask();

        $comment = $this->getComment($task);



        $values = $this->request->getValues();

        $values['id'] = $comment['id'];

        $values['task_id'] = $task['id'];

        $values['user_id'] = $comment['user_id'];



        list($valid, $errors) = $this->commentValidator->validateModification($values);



        if ($valid) {

            if ($this->commentModel->update($values)) {

                $this->flash->success(t('Comment updated successfully.'));

            } else {

                $this->flash->failure(t('Unable to update your comment.'));

            }



            $this->response->redirect($this->helper->url->to('TaskViewController', 'show', array('task_id' => $task['id'], 'project_id' => $task['project_id'])), true);

            return;

        }",php,safe,,,
"function confirm()

    {

        $task = $this->getTask();

        $comment = $this->getComment($task);



        $this->response->html($this->template->render('comment/remove', array(

            'comment' => $comment,

            'task' => $task,

            'title' => t('Remove a comment')

        )));

    }",php,safe,,,
"function remove()

    {

        $this->checkCSRFParam();

        $task = $this->getTask();

        $comment = $this->getComment($task);



        if ($this->commentModel->remove($comment['id'])) {

            $this->flash->success(t('Comment removed successfully.'));

        } else {

            $this->flash->failure(t('Unable to remove this comment.'));

        }



        $this->response->redirect($this->helper->url->to('TaskViewController', 'show', array('task_id' => $task['id'], 'project_id' => $task['project_id']), 'comments'), true);

    }",php,safe,,,
"function toggleSorting()

    {

        $task = $this->getTask();

        $this->helper->comment->toggleSorting();



        $this->response->redirect($this->helper->url->to(

            'TaskViewController',

            'show',

            array('task_id' => $task['id'], 'project_id' => $task['project_id']),

            'comments'

        ));

    }",php,safe,,,
404: Not Found,java,vulnerable,,,
"// +build linux



package libcontainer



import (

	""fmt""

	""os""

	""syscall""



	""github.com/opencontainers/runc/libcontainer/apparmor""

	""github.com/opencontainers/runc/libcontainer/keys""

	""github.com/opencontainers/runc/libcontainer/label""

	""github.com/opencontainers/runc/libcontainer/seccomp""

	""github.com/opencontainers/runc/libcontainer/system""

)



// linuxSetnsInit performs the container's initialization for running a new process

// inside an existing container.

type linuxSetnsInit struct {

	config     *initConfig

	stateDirFD int

}



func (l *linuxSetnsInit) getSessionRingName() string {

	return fmt.Sprintf(""_ses.%s"", l.config.ContainerId)

}



func (l *linuxSetnsInit) Init() error {

	if !l.config.Config.NoNewKeyring {

		// do not inherit the parent's session keyring

		if _, err := keys.JoinSessionKeyring(l.getSessionRingName()); err != nil {

			return err

		}

	}

	if l.config.NoNewPrivileges {

		if err := system.Prctl(PR_SET_NO_NEW_PRIVS, 1, 0, 0, 0); err != nil {

			return err

		}

	}

	if l.config.Config.Seccomp != nil {

		if err := seccomp.InitSeccomp(l.config.Config.Seccomp); err != nil {

			return err

		}

	}

	if err := finalizeNamespace(l.config); err != nil {

		return err

	}

	if err := apparmor.ApplyProfile(l.config.AppArmorProfile); err != nil {

		return err

	}

	if err := label.SetProcessLabel(l.config.ProcessLabel); err != nil {

		return err

	}

	// close the statedir fd before exec because the kernel resets dumpable in the wrong order

	// https://github.com/torvalds/linux/blob/v4.9/fs/exec.c#L1290-L1318

	syscall.Close(l.stateDirFD)

	return system.Execv(l.config.Args[0], l.config.Args[0:], os.Environ())

}",go,safe,,,
