code,language,safety,,,,,,,,,,,,,,,,,,,,,,,

		return blkcipher_walk_done(desc, walk, -ENOMEM);



ok:

	walk->dst.virt.addr = (u8 *)ALIGN((unsigned long)walk->buffer,

					  alignmask + 1);

	walk->dst.virt.addr = blkcipher_get_spot(walk->dst.virt.addr, bsize);

	walk->src.virt.addr = blkcipher_get_spot(walk->dst.virt.addr +

						 aligned_bsize, bsize);



	scatterwalk_copychunks(walk->src.virt.addr, &walk->in, bsize, 0);



	walk->nbytes = bsize;

	walk->flags |= BLKCIPHER_WALK_SLOW;



	return 0;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline int blkcipher_next_copy(struct blkcipher_walk *walk)

{

	u8 *tmp = walk->page;



	blkcipher_map_src(walk);

	memcpy(tmp, walk->src.virt.addr, walk->nbytes);

	blkcipher_unmap_src(walk);



	walk->src.virt.addr = tmp;

	walk->dst.virt.addr = tmp;



	return 0;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline int blkcipher_copy_iv(struct blkcipher_walk *walk,

				    struct crypto_blkcipher *tfm,

				    unsigned int alignmask)

{

	unsigned bs = walk->blocksize;

	unsigned int ivsize = crypto_blkcipher_ivsize(tfm);

	unsigned aligned_bs = ALIGN(bs, alignmask + 1);

	unsigned int size = aligned_bs * 2 + ivsize + max(aligned_bs, ivsize) -

			    (alignmask + 1);

	u8 *iv;



	size += alignmask & ~(crypto_tfm_ctx_alignment() - 1);

	walk->buffer = kmalloc(size, GFP_ATOMIC);

	if (!walk->buffer)

		return -ENOMEM;



	iv = (u8 *)ALIGN((unsigned long)walk->buffer, alignmask + 1);

	iv = blkcipher_get_spot(iv, bs) + aligned_bs;

	iv = blkcipher_get_spot(iv, bs) + aligned_bs;

	iv = blkcipher_get_spot(iv, ivsize);



	walk->iv = memcpy(iv, walk->iv, ivsize);

	return 0;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"int blkcipher_walk_virt(struct blkcipher_desc *desc,

			struct blkcipher_walk *walk)

{

	walk->flags &= ~BLKCIPHER_WALK_PHYS;

	walk->blocksize = crypto_blkcipher_blocksize(desc->tfm);

	return blkcipher_walk_first(desc, walk);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"int blkcipher_walk_phys(struct blkcipher_desc *desc,

			struct blkcipher_walk *walk)

{

	walk->flags |= BLKCIPHER_WALK_PHYS;

	walk->blocksize = crypto_blkcipher_blocksize(desc->tfm);

	return blkcipher_walk_first(desc, walk);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"int blkcipher_walk_virt_block(struct blkcipher_desc *desc,

			      struct blkcipher_walk *walk,

			      unsigned int blocksize)

{

	walk->flags &= ~BLKCIPHER_WALK_PHYS;

	walk->blocksize = blocksize;

	return blkcipher_walk_first(desc, walk);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static int setkey_unaligned(struct crypto_tfm *tfm, const u8 *key,

			    unsigned int keylen)

{

	struct blkcipher_alg *cipher = &tfm->__crt_alg->cra_blkcipher;

	unsigned long alignmask = crypto_tfm_alg_alignmask(tfm);

	int ret;

	u8 *buffer, *alignbuffer;

	unsigned long absize;



	absize = keylen + alignmask;

	buffer = kmalloc(absize, GFP_ATOMIC);

	if (!buffer)

		return -ENOMEM;



	alignbuffer = (u8 *)ALIGN((unsigned long)buffer, alignmask + 1);

	memcpy(alignbuffer, key, keylen);

	ret = cipher->setkey(tfm, alignbuffer, keylen);

	memset(alignbuffer, 0, keylen);

	kfree(buffer);

	return ret;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static int async_setkey(struct crypto_ablkcipher *tfm, const u8 *key,

			unsigned int keylen)

{

	return setkey(crypto_ablkcipher_tfm(tfm), key, keylen);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static int crypto_init_blkcipher_ops_sync(struct crypto_tfm *tfm)

{

	struct blkcipher_tfm *crt = &tfm->crt_blkcipher;

	struct blkcipher_alg *alg = &tfm->__crt_alg->cra_blkcipher;

	unsigned long align = crypto_tfm_alg_alignmask(tfm) + 1;

	unsigned long addr;



	crt->setkey = setkey;

	crt->encrypt = alg->encrypt;

	crt->decrypt = alg->decrypt;



	addr = (unsigned long)crypto_tfm_ctx(tfm);

	addr = ALIGN(addr, align);

	addr += ALIGN(tfm->__crt_alg->cra_ctxsize, align);

	crt->iv = (void *)addr;



	return 0;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static int crypto_init_blkcipher_ops(struct crypto_tfm *tfm, u32 type, u32 mask)

{

	struct blkcipher_alg *alg = &tfm->__crt_alg->cra_blkcipher;



	if (alg->ivsize > PAGE_SIZE / 8)

		return -EINVAL;



	if ((mask & CRYPTO_ALG_TYPE_MASK) == CRYPTO_ALG_TYPE_MASK)

		return crypto_init_blkcipher_ops_sync(tfm);

	else

		return crypto_init_blkcipher_ops_async(tfm);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"ifdef CONFIG_NET

static int crypto_blkcipher_report(struct sk_buff *skb, struct crypto_alg *alg)

{

	struct crypto_report_blkcipher rblkcipher;



	snprintf(rblkcipher.type, CRYPTO_MAX_ALG_NAME, ""%s"", ""blkcipher"");

	snprintf(rblkcipher.geniv, CRYPTO_MAX_ALG_NAME, ""%s"",

		 alg->cra_blkcipher.geniv ?: ""<default>"");



	rblkcipher.blocksize = alg->cra_blocksize;

	rblkcipher.min_keysize = alg->cra_blkcipher.min_keysize;

	rblkcipher.max_keysize = alg->cra_blkcipher.max_keysize;

	rblkcipher.ivsize = alg->cra_blkcipher.ivsize;



	if (nla_put(skb, CRYPTOCFGA_REPORT_BLKCIPHER,

		    sizeof(struct crypto_report_blkcipher), &rblkcipher))

		goto nla_put_failure;

	return 0;



nla_put_failure:

	return -EMSGSIZE;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"else

static int crypto_blkcipher_report(struct sk_buff *skb, struct crypto_alg *alg)

{

	return -ENOSYS;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static void crypto_blkcipher_show(struct seq_file *m, struct crypto_alg *alg)

{

	seq_printf(m, ""type         : blkcipher\n"");

	seq_printf(m, ""blocksize    : %u\n"", alg->cra_blocksize);

	seq_printf(m, ""min keysize  : %u\n"", alg->cra_blkcipher.min_keysize);

	seq_printf(m, ""max keysize  : %u\n"", alg->cra_blkcipher.max_keysize);

	seq_printf(m, ""ivsize       : %u\n"", alg->cra_blkcipher.ivsize);

	seq_printf(m, ""geniv        : %s\n"", alg->cra_blkcipher.geniv ?:

					     ""<default>"");

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static int crypto_grab_nivcipher(struct crypto_skcipher_spawn *spawn,

				const char *name, u32 type, u32 mask)

{

	struct crypto_alg *alg;

	int err;



	type = crypto_skcipher_type(type);

	mask = crypto_skcipher_mask(mask)| CRYPTO_ALG_GENIV;



	alg = crypto_alg_mod_lookup(name, type, mask);

	if (IS_ERR(alg))

		return PTR_ERR(alg);



	err = crypto_init_spawn(&spawn->base, alg, spawn->base.inst, mask);

	crypto_mod_put(alg);

	return err;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"void skcipher_geniv_free(struct crypto_instance *inst)

{

	crypto_drop_skcipher(crypto_instance_ctx(inst));

	kfree(inst);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"int skcipher_geniv_init(struct crypto_tfm *tfm)

{

	struct crypto_instance *inst = (void *)tfm->__crt_alg;

	struct crypto_ablkcipher *cipher;



	cipher = crypto_spawn_skcipher(crypto_instance_ctx(inst));

	if (IS_ERR(cipher))

		return PTR_ERR(cipher);



	tfm->crt_ablkcipher.base = cipher;

	tfm->crt_ablkcipher.reqsize += crypto_ablkcipher_reqsize(cipher);



	return 0;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"void skcipher_geniv_exit(struct crypto_tfm *tfm)

{

	crypto_free_ablkcipher(tfm->crt_ablkcipher.base);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"function frontpage_adminlog($msg_num = '00', $woffle = '')

{

	e107::getAdminLog()->log_event('FRONTPG_'.$msg_num, $woffle, E_LOG_INFORMATIVE, '');

}",php,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"function frontpage_adminmenu() 

{



	$action = vartrue($_GET['mode'],'main');

	

	$var['main']['text'] = LAN_MANAGE;

	$var['main']['link'] = e_SELF;

	$var['create']['text'] = LAN_CREATE;

	$var['create']['link'] = e_SELF.""?mode=create"";



		$icon  = e107::getParser()->toIcon('e-frontpage-24');

		$caption = $icon.""<span>"".FRTLAN_PAGE_TITLE.""</span>"";





	show_admin_menu($caption, $action, $var);

}",php,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"ifdef DEBUG

void fprintf_ngiflib_img(FILE * f, struct ngiflib_img * i) {

	fprintf(f, ""  * ngiflib_img @ %p\n"", i);

	fprintf(f, ""    next = %p\n"", i->next);

	fprintf(f, ""    parent = %p\n"", i->parent);

	fprintf(f, ""    palette = %p\n"", i->palette);

	fprintf(f, ""    %3d couleurs"", i->ncolors);

	if(i->interlaced) fprintf(f, "" interlaced"");

	fprintf(f, ""\n    taille : %dx%d, pos (%d,%d)\n"", i->width, i->height, i->posX, i->posY);

	fprintf(f, ""    sort_flag=%x localpalbits=%d\n"", i->sort_flag, i->localpalbits);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"void GifImgDestroy(struct ngiflib_img * i) {

	if(i==NULL) return;

	if(i->next) GifImgDestroy(i->next);

	if(i->palette && (i->palette != i->parent->palette))

	  ngiflib_free(i->palette);

	ngiflib_free(i);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"void GifDestroy(struct ngiflib_gif * g) {

	if(g==NULL) return;

	GifImgDestroy(g->first_img);

	if(g->palette) ngiflib_free(g->palette);

	if(g->frbuff.p8) ngiflib_free(g->frbuff.p8);

	ngiflib_free(g);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_NO_FILE

	if(g->mode & NGIFLIB_MODE_FROM_MEM) {

#endif /* NGIFLIB_NO_FILE */

		return *(g->input.bytes++);

#ifndef NGIFLIB_NO_FILE

	}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static u16 GetWord(struct ngiflib_gif * g) {

	u16 r = (u16)GetByte(g);

	r |= ((u16)GetByte(g) << 8);

	return r;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_NO_FILE

	if(g->mode & NGIFLIB_MODE_FROM_MEM) {

#endif /* NGIFLIB_NO_FILE */

		ngiflib_memcpy(p, g->input.bytes, n);

		g->input.bytes += n;

		return 0;

#ifndef NGIFLIB_NO_FILE

	}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

		if(p->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

			*context->frbuff_p.p8 = v;

#ifndef NGIFLIB_INDEXED_ONLY

		}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

		if(p->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

			#ifdef NGIFLIB_ENABLE_CALLBACKS

			context->line_p.p8 = p->frbuff.p8 + (u32)context->curY*p->width;

			context->frbuff_p.p8 = context->line_p.p8 + i->posX;

			#else

			context->frbuff_p.p8 = p->frbuff.p8 + (u32)context->curY*p->width + i->posX;

			#endif /* NGIFLIB_ENABLE_CALLBACKS */

#ifndef NGIFLIB_INDEXED_ONLY

		}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

		if(p->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

			context->frbuff_p.p8++;

#ifndef NGIFLIB_INDEXED_ONLY

		}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

			if(p->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

				ngiflib_memcpy(context->frbuff_p.p8, pixels, tocopy);

				pixels += tocopy;

				context->frbuff_p.p8 += tocopy;

#ifndef NGIFLIB_INDEXED_ONLY

			}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

			if(p->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

				#ifdef NGIFLIB_ENABLE_CALLBACKS

				context->line_p.p8 = p->frbuff.p8 + (u32)context->curY*p->width;

				context->frbuff_p.p8 = context->line_p.p8 + i->posX;

				#else

				context->frbuff_p.p8 = p->frbuff.p8 + (u32)context->curY*p->width + i->posX;

				#endif /* NGIFLIB_ENABLE_CALLBACKS */

#ifndef NGIFLIB_INDEXED_ONLY

			}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"ifndef NGIFLIB_INDEXED_ONLY

	if(g->mode & NGIFLIB_MODE_INDEXED) {

#endif /* NGIFLIB_INDEXED_ONLY */

		ngiflib_memset(g->frbuff.p8, g->backgroundindex, n);

#ifndef NGIFLIB_INDEXED_ONLY

	}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int CheckGif(u8 * b) {

	return (b[0]=='G')&&(b[1]=='I')&&(b[2]=='F')&&(b[3]=='8');

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"else

	if(i->parent->mode & NGIFLIB_MODE_INDEXED) {

		#ifdef NGIFLIB_ENABLE_CALLBACKS

		context.line_p.p8 = i->parent->frbuff.p8 + (u32)i->posY*i->parent->width;

		context.frbuff_p.p8 = context.line_p.p8 + i->posX;

		#else

		context.frbuff_p.p8 = i->parent->frbuff.p8 + (u32)i->posY*i->parent->width + i->posX;

		#endif /* NGIFLIB_ENABLE_CALLBACKS */

	}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"defined(NGIFLIB_NO_FILE)

	if(i->parent && i->parent->log) {

		if(i->interlaced) fprintf(i->parent->log, ""interlaced "");

		fprintf(i->parent->log, ""img pos(%hu,%hu) size %hux%hu palbits=%hhu imgbits=%hhu ncolors=%hu\n"",

	       i->posX, i->posY, i->width, i->height, i->localpalbits, i->imgbits, i->ncolors);

	}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"else if(act_code > free) {

#if !defined(NGIFLIB_NO_FILE)

			if(i->parent && i->parent->log) fprintf(i->parent->log, ""Invalid code %hu (free=%hu) !\n"", act_code, free);

#endif /* !defined(NGIFLIB_NO_FILE) */

			return -1;

		}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"else if(npix > 0) {	/* ""pixel overflow"" */

				WritePixels(i, &context, stackp, npix);

			}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"defined(NGIFLIB_NO_FILE)

					if(g->log) {

						if(blockindex==0) fprintf(g->log, ""-------------------- Comment extension --------------------\n"");

						ext[size] = '\0';

						fputs((char *)ext, g->log);

					}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"defined(NGIFLIB_NO_FILE)

						if(g->log) {

							fprintf(g->log, ""---------------- Application extension ---------------\n"");

							fprintf(g->log, ""Application identifier : '%.8s', auth code : %02X %02X %02X ("",

							        appid_auth, ext[8], ext[9], ext[10]);

							fputc((ext[8]<32)?' ':ext[8], g->log);

							fputc((ext[9]<32)?' ':ext[9], g->log);

							fputc((ext[10]<32)?' ':ext[10], g->log);

							fprintf(g->log, "")\n"");

						}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"defined(NGIFLIB_NO_FILE)

								if(g->log) {

									fprintf(g->log, ""NETSCAPE loop_count = %d\n"", g->netscape_loop_count);

								}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"defined(NGIFLIB_NO_FILE)

				if(g->log) {

					fprintf(g->log, ""-----------------------------------------------------------\n"");

				}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"u32 GifIndexToTrueColor(struct ngiflib_rgb * palette, u8 v) {

	return palette[v].b | (palette[v].g << 8) | (palette[v].r << 16);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"<?php

# MantisBT - a php based bugtracking system



# MantisBT is free software: you can redistribute it and/or modify

# it under the terms of the GNU General Public License as published by

# the Free Software Foundation, either version 2 of the License, or

# (at your option) any later version.

#

# MantisBT is distributed in the hope that it will be useful,

# but WITHOUT ANY WARRANTY; without even the implied warranty of

# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the

# GNU General Public License for more details.

#

# You should have received a copy of the GNU General Public License

# along with MantisBT.  If not, see <http://www.gnu.org/licenses/>.



	/**

	 * @package MantisBT

	 * @copyright Copyright (C) 2000 - 2002  Kenzaburo Ito - kenito@300baud.org

	 * @copyright Copyright (C) 2002 - 2011  MantisBT Team - mantisbt-dev@lists.sourceforge.net

	 * @link http://www.mantisbt.org

	 */

	 /**

	  * MantisBT Core API's

	  */

	require_once( 'core.php' );



	require_once( 'bug_group_action_api.php' );



	auth_ensure_user_authenticated();



	$f_action = gpc_get_string( 'action' );

	$f_bug_arr = gpc_get_int_array( 'bug_arr', array() );



	# redirect to view issues if nothing is selected

	if ( is_blank( $f_action ) || ( 0 == count( $f_bug_arr ) ) ) {

		print_header_redirect( 'view_all_bug_page.php' );

	}



  # redirect to view issues page if action doesn't have ext_* prefix.

  # This should only occur if this page is called directly.

	$t_external_action_prefix = 'EXT_';

	if ( strpos( $f_action, $t_external_action_prefix ) !== 0 ) {

		print_header_redirect( 'view_all_bug_page.php' );

  }



	$t_external_action = utf8_strtolower( utf8_substr( $f_action, utf8_strlen( $t_external_action_prefix ) ) );

	$t_form_fields_page = 'bug_actiongroup_' . $t_external_action . '_inc.php';

	$t_form_name = 'bug_actiongroup_' . $t_external_action;



	bug_group_action_print_top();

?>



	<br />



	<div align=""center"">

	<form method=""post"" action=""bug_actiongroup_ext.php"">

<?php echo form_security_field( $t_form_name ); ?>

		<input type=""hidden"" name=""action"" value=""<?php echo string_attribute( $t_external_action ) ?>"" />

<table class=""width75"" cellspacing=""1"">

	<?php

		bug_group_action_print_title( $t_external_action );

		bug_group_action_print_hidden_fields( $f_bug_arr );

		bug_group_action_print_action_fields( $t_external_action );

	?>

</table>

	</form>

	</div>



	<br />



<?php

	bug_group_action_print_bug_list( $f_bug_arr );

	bug_group_action_print_bottom();",php,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"<?	

	$integrity_errors = array();

	$external = $_GET[""external""] ? true : false;



	// Get the form so we can walk through its fields

	$form = BigTreeAutoModule::getForm($_GET[""form""]);	



	// Create a generic module class to get the decoded item data

	$m = new BigTreeModule;

	$m->Table = $form[""table""];

	$item = $m->get($_GET[""id""]);

	

	// Loop through all the fields

	foreach ($form[""fields""] as $field => $resource) {

		if ($resource[""type""] == ""html"") {

			$integrity_errors[$field] = $admin->checkHTML("""",$item[$field],$external);

		} elseif ($resource[""type""] == ""text"" && is_string($item[$field])) {

			$href = $item[$field];

			// External link

			if (substr($href,0,4) == ""http"" && strpos($href,WWW_ROOT) === false) {

				// Only check external links if we've requested them

				if ($external) {

					if (strpos($href,""#"") !== false) {

						$href = substr($href,0,strpos($href,""#"")-1);

					}

					if (!$admin->urlExists($href)) {

						$integrity_errors[$field] = array(""a"" => array($href));

					}

				}

			// Internal link

			} elseif (substr($href,0,4) == ""http"") {

				if (!$admin->urlExists($href)) {

					$integrity_errors[$field] = array(""a"" => array($href));

				}

			}

		}

	}



	// Only retrieve these if we have errors as we only need them for URL generation

	if (count($integrity_errors)) {

		$action = $admin->getModuleActionForForm($form);

		$module = $admin->getModule($action[""module""]);

	}

	

	foreach ($integrity_errors as $field => $error_types) {

		foreach ($error_types as $type => $errors) {

			foreach ($errors as $error) {

?>

<li>

	<section class=""integrity_errors"">

		<a href=""<?=ADMIN_ROOT.$module[""route""].""/"".$action[""route""].""/"".$_GET[""id""]?>/"" target=""_blank"">Edit</a>

		<span class=""icon_small icon_small_warning""></span>

		<p>Broken <?=(($type == ""img"") ? ""Image"" : ""Link"")?>: <?=$error?> in field &ldquo;<?=$form[""fields""][$field][""title""]?>&rdquo;</p>

	</section>

</li>

<?

			}

		}

	}

?>",php,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"else if (!warned++) {

          warn(""[http] Malformed URL encoded data \""%s\""!"", r);

        }",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"else if (!warned++) {

        warn(""[http] Malformed URL encoded data \""%s\""!"", r);

      }",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static void urlDestroyHashMapEntry(void *arg ATTR_UNUSED, char *key,

                                   char *value) {

  UNUSED(arg);

  free(key);

  free(value);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"void deleteURL(struct URL *url) {

  destroyURL(url);

  free(url);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"int urlGetPort(struct URL *url) {

  return url->port;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorAdd(const DDSVector4 left, const DDSVector4 right,

  DDSVector4 *destination)

{

  destination->x = left.x + right.x;

  destination->y = left.y + right.y;

  destination->z = left.z + right.z;

  destination->w = left.w + right.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorClamp(DDSVector4 *value)

{

  value->x = MagickMin(1.0f,MagickMax(0.0f,value->x));

  value->y = MagickMin(1.0f,MagickMax(0.0f,value->y));

  value->z = MagickMin(1.0f,MagickMax(0.0f,value->z));

  value->w = MagickMin(1.0f,MagickMax(0.0f,value->w));

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorClamp3(DDSVector3 *value)

{

  value->x = MagickMin(1.0f,MagickMax(0.0f,value->x));

  value->y = MagickMin(1.0f,MagickMax(0.0f,value->y));

  value->z = MagickMin(1.0f,MagickMax(0.0f,value->z));

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorCopy43(const DDSVector4 source,

  DDSVector3 *destination)

{

  destination->x = source.x;

  destination->y = source.y;

  destination->z = source.z;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorCopy44(const DDSVector4 source,

  DDSVector4 *destination)

{

  destination->x = source.x;

  destination->y = source.y;

  destination->z = source.z;

  destination->w = source.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorNegativeMultiplySubtract(const DDSVector4 a,

  const DDSVector4 b, const DDSVector4 c, DDSVector4 *destination)

{

  destination->x = c.x - (a.x * b.x);

  destination->y = c.y - (a.y * b.y);

  destination->z = c.z - (a.z * b.z);

  destination->w = c.w - (a.w * b.w);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorMultiply(const DDSVector4 left,

  const DDSVector4 right, DDSVector4 *destination)

{

  destination->x = left.x * right.x;

  destination->y = left.y * right.y;

  destination->z = left.z * right.z;

  destination->w = left.w * right.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorMultiply3(const DDSVector3 left,

  const DDSVector3 right, DDSVector3 *destination)

{

  destination->x = left.x * right.x;

  destination->y = left.y * right.y;

  destination->z = left.z * right.z;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorMultiplyAdd(const DDSVector4 a, const DDSVector4 b,

  const DDSVector4 c, DDSVector4 *destination)

{

  destination->x = (a.x * b.x) + c.x;

  destination->y = (a.y * b.y) + c.y;

  destination->z = (a.z * b.z) + c.z;

  destination->w = (a.w * b.w) + c.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorMultiplyAdd3(const DDSVector3 a, const DDSVector3 b,

  const DDSVector3 c, DDSVector3 *destination)

{

  destination->x = (a.x * b.x) + c.x;

  destination->y = (a.y * b.y) + c.y;

  destination->z = (a.z * b.z) + c.z;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorReciprocal(const DDSVector4 value,

  DDSVector4 *destination)

{

  destination->x = 1.0f / value.x;

  destination->y = 1.0f / value.y;

  destination->z = 1.0f / value.z;

  destination->w = 1.0f / value.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorSubtract(const DDSVector4 left,

  const DDSVector4 right, DDSVector4 *destination)

{

  destination->x = left.x - right.x;

  destination->y = left.y - right.y;

  destination->z = left.z - right.z;

  destination->w = left.w - right.w;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorSubtract3(const DDSVector3 left,

  const DDSVector3 right, DDSVector3 *destination)

{

  destination->x = left.x - right.x;

  destination->y = left.y - right.y;

  destination->z = left.z - right.z;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorTruncate(DDSVector4 *value)

{

  value->x = value->x > 0.0f ? floor(value->x) : ceil(value->x);

  value->y = value->y > 0.0f ? floor(value->y) : ceil(value->y);

  value->z = value->z > 0.0f ? floor(value->z) : ceil(value->z);

  value->w = value->w > 0.0f ? floor(value->w) : ceil(value->w);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static inline void VectorTruncate3(DDSVector3 *value)

{

  value->x = value->x > 0.0f ? floor(value->x) : ceil(value->x);

  value->y = value->y > 0.0f ? floor(value->y) : ceil(value->y);

  value->z = value->z > 0.0f ? floor(value->z) : ceil(value->z);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"else if (val > max)

        {

          VectorCopy43(points[i],end);

          max = val;

        }",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static MagickBooleanType IsDDS(const unsigned char *magick, const size_t length)

{

  if (length < 4)

    return(MagickFalse);

  if (LocaleNCompare((char *) magick,""DDS "", 4) == 0)

    return(MagickTrue);

  return(MagickFalse);

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
