code,language,safety,,,,,,,,,,,,,,,,,,,,,,,
"var app = {};



app.componentCache = [];



app.dataSkeleton = function(){

  return {

    nodes: [],

    links: [],

    clusters: [],

    distance_matrix: {},

    nodeFields: ['id', 'index', 'padding', 'selected', 'cluster', 'visible', 'degree', 'seq', 'origin'],

    linkFields: ['id', 'index', 'source', 'target', 'distance', 'tn93', 'snps', 'visible', 'cluster', 'origin'],

    clusterFields: ['id', 'index', 'nodes', 'links', 'sum_distances', 'links_per_node', 'mean_genetic_distance', 'visible', 'selected']

  };

};



app.sessionSkeleton = function(){

  return {

    files: [],

    data: app.dataSkeleton(),

    layout: {},

    state: {

      alpha: 0.3,

      contentItems: []

    },

    style: {

      palette: ['#3366cc', '#dc3912', '#ff9900', '#109618', '#990099', '#0099c6', '#dd4477', '#66aa00', '#b82e2e', '#316395', '#994499', '#22aa99', '#aaaa11', '#6633cc', '#e67300', '#8b0707', '#651067', '#329262', '#5574a6', '#3b3eac']

    },

    messages: []

  };

};



app.defaultNode = function(){

  return {

    id: '',

    index: session.data.nodes.length,

    padding: 0,

    selected: 0,

    cluster: 1,

    visible: 1,

    degree: 0,

    seq: '',

    origin: []

  }

};



app.addNode = function(newNode){

  if(typeof newNode.id === 'number') newNode.id = '' + newNode.id;

  var oldNode = session.data.nodes.find(d => d.id === newNode.id);

  if(oldNode){

    if(newNode.origin) newNode.origin = newNode.origin.concat(oldNode.origin);

    Object.assign(oldNode, newNode);

    return 0;

  } else {

    session.data.nodes.push(Object.assign(app.defaultNode(), newNode));

    return 1;

  }

};



app.defaultLink = function(){

  return {

    source: '',

    target: '',

    index: session.data.links.length,

    tn93: 1,

    snps: Number.INFINITY,

    visible: 0,

    cluster: 1,

    origin: []

  }

};



app.addLink = function(newLink){

  var oldLink = session.data.links.find(l => l.source === newLink.source & l.target === newLink.target);

  if(oldLink){

    if(newLink.origin) newLink.origin = newLink.origin.concat(oldLink.origin);

    Object.assign(oldLink, newLink);

    return 0;

  } else {

    session.data.links.push(Object.assign(app.defaultLink(), newLink));

    return 1;

  }

};



app.parseFASTA = function(text){

  if(!text || text.length === 0) return []

  var seqs = [], currentSeq = {};

  text.split(/[\r\n]+/g).forEach((line, i) => {

    if(/^\s*$/.test(line)) return;

    if(line[0] === '>' || line[0] === ';'){

      if(i > 0) seqs.push(currentSeq);

      currentSeq = {

        id: line.slice(1),

        seq: ''

      };

    } else {

      currentSeq.seq += line;

    }

  });

  seqs.push(currentSeq);

  return seqs;

};



app.parseNewick = function(a){

  for(var e = [], r = {}, s = a.split(/\s*(;|\(|\)|,|:)\s*/), t = 0; t < s.length; t++){

    var n = s[t];

    switch(n){

      case '(': var c = {}; r.branchset = [c], e.push(r), r = c; break;

      case ',': var c = {}; e[e.length-1].branchset.push(c), r = c; break;

      case ')': r = e.pop(); break;

      case ':': break;

      default: var h = s[t-1]; ')' == h || '(' == h || ',' == h ? r.name = n : ':' == h && (r.length = parseFloat(n))

    }

  }

  return r;

};



app.titleize = function(title){

  var small = title.toLowerCase().replace(/_/g, ' ');

  if(small === 'id') return 'ID';

  if(small === 'tn93') return 'TN93';

  if(small === 'snps') return 'SNPs';

  if(small === '2d network') return '2D Network';

  if(small === '3d network') return '3D Network';

  if(small === 'geo map') return 'Map';

  return small.replace(/(?:^|\s|-)\S/g, function(c){

    return c.toUpperCase();

  });

};



app.tagClusters = function(){

  session.data.clusters = [];

  session.data.nodes.forEach(node => delete node.cluster);

  session.data.nodes.forEach(node => {

    if(typeof node.cluster === 'undefined'){

      session.data.clusters.push({

        id: session.data.clusters.length,

        nodes: 0,

        links: 0,

        sum_distances: 0,

        links_per_node: 0,

        mean_genetic_distance: undefined,

        visible: 1,

        selected: 0

      });

      app.DFS(node);

    }

  });

  session.data.clusters = session.data.clusters.filter(c => c.nodes > 1);

};



app.DFS = function(node){

  if(typeof node === 'string') node = session.data.nodes.find(function(d){ return d.id === node; });

  if(typeof node === 'undefined') console.error('That\'s weird: An undefined node was referenced.');

  if(typeof node.cluster !== 'undefined') return;

  var lsv = $('#linkSortVariable').val();

  node.cluster = session.data.clusters.length - 1;

  session.data.clusters[session.data.clusters.length - 1].nodes++;

  session.data.links.forEach(l => {

    if(l.visible && (l.source === node.id || l.target === node.id)){

      l.cluster = session.data.clusters.length - 1;

      var cluster = session.data.clusters[session.data.clusters.length - 1];

      cluster.links++;

      cluster.sum_distances += l[lsv];

      if(!l.source.cluster) app.DFS(l.source);

      if(!l.target.cluster) app.DFS(l.target);

    }

  });

};



app.computeDegree = function(){

  session.data.nodes.forEach(d => d.degree = 0);

  session.data.links

    .filter(l => l.visible)

    .forEach(l => {

      session.data.nodes.find(d => d.id === l.source).degree++;

      session.data.nodes.find(d => d.id === l.target).degree++;

    });

  session.data.clusters.forEach(c => {

    c.links = c.links/2;

    c.links_per_node = c.links/c.nodes;

    c.mean_genetic_distance = c.sum_distances/2/c.links;

  });

};



app.setNodeVisibility = function(){

  var showSingletons = $('#ShowSingletons').is(':checked');

  var field = $('#date-column').val();

  session.data.nodes.forEach(n => {

    var cluster = session.data.clusters.find(c => c.id === n.cluster);

    n.visible = cluster ? cluster.visible : showSingletons;

    if(session.state.time && field){

      n.visible = n.visible && session.state.time.isAfter(n[field]);

    }

  });

};



app.setLinkVisibility = function(){

  var metric  = $('#linkSortVariable').val(),

      threshold = $('#default-link-threshold').val(),

      showMST = $('#showMSTLinks').is(':checked');

  session.data.links.forEach(link => {

    link.visible = 1;

    if(metric !== 'none'){

      link.visible = link.visible && (link[metric] <= threshold);

    }

    if(showMST){

      link.visible = link.visible && link.mst;

    }

    if(session.data.clusters.length > 0){

      //The above condition is a dumb hack to initial load the network

      var cluster = session.data.clusters.find(c => c.id === link.cluster);

      if(cluster) link.visible = link.visible && cluster.visible;

    }

  });

};



app.reset = function(){

  var cache = session.layout;

  window.session = app.sessionSkeleton();

  session.layout = cache;

  session.layout.root.replaceChild(session.layout.root.contentItems[0], {

    type: 'stack',

    content: []

  });

  session.state.contentItems = [];

  app.launchView('files');

};



app.launchView = function(view){

  if(!app.componentCache[view]){

    $.get('components/' + view + '.html', function(response){

      app.componentCache[view] = response;

      app.launchView(view);

    });

  } else {

    var contentItem = session.state.contentItems.find(function(item){

      return item.componentName === view;

    });

    if(contentItem){

      contentItem.parent.setActiveContentItem(contentItem);

    } else {

      session.layout.root.contentItems[0].addChild({

        componentName: 'default',

        componentState: { text: app.componentCache[view] },

        title: app.titleize(view),

        type: 'component'

      });

      contentItem = _.last(session.layout.root.contentItems[0].contentItems);

      contentItem.on('itemDestroyed', function(){

        var i = session.state.contentItems.findIndex(function(item){

          return item === contentItem;

        });

        session.state.contentItems.splice(i, 1);

      });

      session.state.contentItems.push(contentItem);

      contentItem.element.find('select.nodeVariables').html(

        '<option>None</option>' +

        session.data.nodeFields.map(function(field){

          return '<option value=""'+field+'"">'+app.titleize(field)+'</option>';

        }).join('\n')

      );

      contentItem.element.find('select.linkVariables').html(

        '<option>None</option>' +

        session.data.linkFields.map(function(field){

          return '<option value=""'+field+'"">'+app.titleize(field)+'</option>';

        }).join('\n')

      );

      contentItem.element.find('[data-toggle=""tooltip""]').tooltip();

    }

    return contentItem;

  }

};



app.unparseFASTA = function(nodes){

  return nodes.map(function(node){

    return '>' + node.id + '\r\n' + node.seq;

  }).join('\r\n');

};



app.unparseMEGA = function(nodes){

  return nodes.map(function(node){

    return '#' + node.id + '\r\n' + node.seq;

  }).join('\r\n');

};



app.unparseDM = function(dm){

  return ',' + session.data.distance_matrix.labels.join(',') + '\n' +

    dm

      .map((row, i) => labels[i] + ',' + row.join(','))

      .join('\n');

};



app.unparseSVG = function(svgNode){

	svgNode.setAttribute('xlink', 'http://www.w3.org/1999/xlink');

	var cssStyleText = getCSSStyles(svgNode);

	appendCSS(cssStyleText, svgNode);



	var serializer = new XMLSerializer();

	var svgString = serializer.serializeToString(svgNode);

	svgString = svgString.replace(/(\w+)?:?xlink=/g, 'xmlns:xlink='); // Fix root xlink without namespace

	svgString = svgString.replace(/NS\d+:href/g, 'xlink:href'); // Safari NS namespace fix



	return svgString;



	function getCSSStyles( parentElement ) {

		var selectorTextArr = [];



		// Add Parent element Id and Classes to the list

		selectorTextArr.push( '#'+parentElement.id );

		for (var c = 0; c < parentElement.classList.length; c++)

				if ( !contains('.'+parentElement.classList[c], selectorTextArr) )

					selectorTextArr.push( '.'+parentElement.classList[c] );



		// Add Children element Ids and Classes to the list

		var nodes = parentElement.getElementsByTagName('*');

		for (var i = 0; i < nodes.length; i++) {

			var id = nodes[i].id;

			if ( !contains('#'+id, selectorTextArr) )

				selectorTextArr.push( '#'+id );



			var classes = nodes[i].classList;

			for (var c = 0; c < classes.length; c++)

				if ( !contains('.'+classes[c], selectorTextArr) )

					selectorTextArr.push( '.'+classes[c] );

		}



		// Extract CSS Rules

		var extractedCSSText = '';

		for (var i = 0; i < document.styleSheets.length; i++) {

			var s = document.styleSheets[i];



			try {

			    if(!s.cssRules) continue;

			} catch( e ) {

		    		if(e.name !== 'SecurityError') throw e; // for Firefox

		    		continue;

		    	}



			var cssRules = s.cssRules;

			for (var r = 0; r < cssRules.length; r++) {

				if ( contains( cssRules[r].selectorText, selectorTextArr ) )

					extractedCSSText += cssRules[r].cssText;

			}

		}



		return extractedCSSText;



		function contains(str,arr) {

			return arr.indexOf( str ) === -1 ? false : true;

		}

	}



	function appendCSS( cssText, element ) {

		var styleElement = document.createElement('style');

		styleElement.setAttribute('type','text/css');

		styleElement.innerHTML = cssText;

		var refNode = element.hasChildNodes() ? element.children[0] : null;

		element.insertBefore( styleElement, refNode );

	}

};



app.blobifySVG = function(svgString, width, height, format, callback){

	var format = format ? format : 'png';

	var imgsrc = 'data:image/svg+xml;base64,'+ btoa( unescape( encodeURIComponent( svgString ) ) ); // Convert SVG string to data URL

	var canvas = document.createElement('canvas');

	var context = canvas.getContext('2d');



	canvas.width = width;

	canvas.height = height;



	var image = new Image();

	image.onload = function() {

		context.clearRect ( 0, 0, width, height );

		context.drawImage(image, 0, 0, width, height);

		canvas.toBlob( function(blob) {

			var filesize = Math.round( blob.length/1024 ) + ' KB';

			if ( callback ) callback( blob, filesize );

		});

	};

	image.src = imgsrc;

};



app.exportHIVTRACE = function(){

  return JSON.stringify({

    'trace_results': {

      'HIV Stages': {},

      'Degrees': {},

      'Multiple sequences': {},

      'Edge Stages': {},

      'Cluster sizes': session.data.clusters.map(c => c.size),

      'Settings': {

        'contaminant-ids': [],

        'contaminants': 'remove',

        'edge-filtering': 'remove',

        'threshold': $('#default-link-threshold').val()

      },

      'Network Summary': {

        'Sequences used to make links': session.data.links.filter(l => l.origin.includes('Genetic Distance').length),

        'Clusters': session.data.clusters.length,

        'Edges': session.data.links.filter(l => l.visible).length,

        'Nodes': session.data.nodes.length

      },

      'Directed Edges': {},

      'Edges': session.data.links,

      'Nodes': session.data.nodes

    }

  }, null, 2)

};",js,safe,,,,,,,,,,,,,,,,,,,,,,,
"<?php

if (!defined('_GNUBOARD_')) exit; // ?? ??? ?? ??



// ??? ??? ?? ??

if (G5_IS_MOBILE) {

    // ???? ?? ??? ??? ???.

    include_once(G5_BBS_PATH.'/_head.php');

    echo stripslashes($board['bo_mobile_content_head']);

} else {

    if(is_include_path_check($board['bo_include_head'])) {  //???? ??

        @include ($board['bo_include_head']);

    } else {    //????? ???? ??? ????? ???

        include_once(G5_BBS_PATH.'/_head.php');

    }

    echo stripslashes($board['bo_content_head']);

}

?>",php,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static char *

my_asnprintf (char *resultbuf, size_t *lengthp, const char *format, ...)

{

  va_list args;

  char *ret;



  va_start (args, format);

  ret = vasnprintf (resultbuf, lengthp, format, args);

  va_end (args);

  return ret;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static void

test_vasnprintf ()

{

  test_function (my_asnprintf);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static void

test_asnprintf ()

{

  test_function (asnprintf);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int

main (int argc, char *argv[])

{

  test_vasnprintf ();

  test_asnprintf ();

  return 0;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"if HAVE_USR_SBIN_PPPD

		if (tunnel->config->pppd_call) {

			if (ofv_append_varr(&pppd_args, ppp_path))

				return 1;

			if (ofv_append_varr(&pppd_args, ""call""))

				return 1;

			if (ofv_append_varr(&pppd_args, tunnel->config->pppd_call))

				return 1;

		}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"if HAVE_USR_SBIN_PPP

		if (tunnel->config->ppp_system) {

			if (ofv_append_varr(&pppd_args, tunnel->config->ppp_system))

				return 1;

		}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"ppp exit codes in the FreeBSD case

		switch (exit_status) {

		case 0: // success and EX_NORMAL as defined in ppp source directly

			log_debug(""%s: %s\n"", PPP_DAEMON, pppd_message[exit_status]);

			break;

		case 1:

		case 127:

		case 255: // abnormal exit with hard-coded error codes in ppp

			log_error(""%s: exited with return value of %d\n"",

			          PPP_DAEMON, exit_status);

			break;

		default:

			log_error(""%s: %s (%d)\n"", PPP_DAEMON, strerror(exit_status),

			          exit_status);

			break;

		}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static void ssl_disconnect(struct tunnel *tunnel)

{

	if (!tunnel->ssl_handle)

		return;



	SSL_shutdown(tunnel->ssl_handle);

	SSL_free(tunnel->ssl_handle);

	SSL_CTX_free(tunnel->ssl_context);

	close(tunnel->ssl_socket);



	tunnel->ssl_handle = NULL;

	tunnel->ssl_context = NULL;

}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"endif

		if (!tunnel->config->cipher_list && tunnel->config->seclevel_1) {

			const char *cipher_list = ""DEFAULT@SECLEVEL=1"";

			tunnel->config->cipher_list = strdup(cipher_list);

		}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"explicitly free the buffer allocated for split routes of the ipv4 config

	if (tunnel.ipv4.split_rt != NULL) {

		free(tunnel.ipv4.split_rt);

		tunnel.ipv4.split_rt = NULL;

	}",c,vulnerable,,,,,,,,,,,,,,,,,,,,,,,
"static u16 unmap_class(u16 tclass)

{

	if (tclass < current_mapping_size)

		return current_mapping[tclass].value;



	return tclass;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_mls_enabled(void)

{

	return policydb.mls_enabled;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static int dump_masked_av_helper(void *k, void *d, void *args)

{

	struct perm_datum *pdatum = d;

	char **permission_names = args;



	BUG_ON(pdatum->value < 1 || pdatum->value > 32);



	permission_names[pdatum->value - 1] = (char *)k;



	return 0;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static int security_validtrans_handle_fail(struct context *ocontext,

					   struct context *ncontext,

					   struct context *tcontext,

					   u16 tclass)

{

	char *o = NULL, *n = NULL, *t = NULL;

	u32 olen, nlen, tlen;



	if (context_struct_to_string(ocontext, &o, &olen))

		goto out;

	if (context_struct_to_string(ncontext, &n, &nlen))

		goto out;

	if (context_struct_to_string(tcontext, &t, &tlen))

		goto out;

	audit_log(current->audit_context, GFP_ATOMIC, AUDIT_SELINUX_ERR,

		  ""security_validate_transition:  denied for""

		  "" oldcontext=%s newcontext=%s taskcontext=%s tclass=%s"",

		  o, n, t, sym_name(&policydb, SYM_CLASSES, tclass-1));

out:

	kfree(o);

	kfree(n);

	kfree(t);



	if (!selinux_enforcing)

		return 0;

	return -EPERM;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static void avd_init(struct av_decision *avd)

{

	avd->allowed = 0;

	avd->auditallow = 0;

	avd->auditdeny = 0xffffffff;

	avd->seqno = latest_granting;

	avd->flags = 0;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_sid_to_context(u32 sid, char **scontext, u32 *scontext_len)

{

	return security_sid_to_context_core(sid, scontext, scontext_len, 0);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_sid_to_context_force(u32 sid, char **scontext, u32 *scontext_len)

{

	return security_sid_to_context_core(sid, scontext, scontext_len, 1);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static int string_to_context_struct(struct policydb *pol,

				    struct sidtab *sidtabp,

				    char *scontext,

				    u32 scontext_len,

				    struct context *ctx,

				    u32 def_sid)

{

	struct role_datum *role;

	struct type_datum *typdatum;

	struct user_datum *usrdatum;

	char *scontextp, *p, oldc;

	int rc = 0;



	context_init(ctx);



	/* Parse the security context. */



	rc = -EINVAL;

	scontextp = (char *) scontext;



	/* Extract the user. */

	p = scontextp;

	while (*p && *p != ':')

		p++;



	if (*p == 0)

		goto out;



	*p++ = 0;



	usrdatum = hashtab_search(pol->p_users.table, scontextp);

	if (!usrdatum)

		goto out;



	ctx->user = usrdatum->value;



	/* Extract role. */

	scontextp = p;

	while (*p && *p != ':')

		p++;



	if (*p == 0)

		goto out;



	*p++ = 0;



	role = hashtab_search(pol->p_roles.table, scontextp);

	if (!role)

		goto out;

	ctx->role = role->value;



	/* Extract type. */

	scontextp = p;

	while (*p && *p != ':')

		p++;

	oldc = *p;

	*p++ = 0;



	typdatum = hashtab_search(pol->p_types.table, scontextp);

	if (!typdatum || typdatum->attribute)

		goto out;



	ctx->type = typdatum->value;



	rc = mls_context_to_sid(pol, oldc, &p, ctx, sidtabp, def_sid);

	if (rc)

		goto out;



	rc = -EINVAL;

	if ((p - scontext) < scontext_len)

		goto out;



	/* Check the validity of the new context. */

	if (!policydb_context_isvalid(pol, ctx))

		goto out;

	rc = 0;

out:

	if (rc)

		context_destroy(ctx);

	return rc;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_context_to_sid(const char *scontext, u32 scontext_len, u32 *sid)

{

	return security_context_to_sid_core(scontext, scontext_len,

					    sid, SECSID_NULL, GFP_KERNEL, 0);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_context_to_sid_default(const char *scontext, u32 scontext_len,

				    u32 *sid, u32 def_sid, gfp_t gfp_flags)

{

	return security_context_to_sid_core(scontext, scontext_len,

					    sid, def_sid, gfp_flags, 1);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"int security_context_to_sid_force(const char *scontext, u32 scontext_len,

				  u32 *sid)

{

	return security_context_to_sid_core(scontext, scontext_len,

					    sid, SECSID_NULL, GFP_KERNEL, 1);

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static int compute_sid_handle_invalid_context(

	struct context *scontext,

	struct context *tcontext,

	u16 tclass,

	struct context *newcontext)

{

	char *s = NULL, *t = NULL, *n = NULL;

	u32 slen, tlen, nlen;



	if (context_struct_to_string(scontext, &s, &slen))

		goto out;

	if (context_struct_to_string(tcontext, &t, &tlen))

		goto out;

	if (context_struct_to_string(newcontext, &n, &nlen))

		goto out;

	audit_log(current->audit_context, GFP_ATOMIC, AUDIT_SELINUX_ERR,

		  ""security_compute_sid:  invalid context %s""

		  "" for scontext=%s""

		  "" tcontext=%s""

		  "" tclass=%s"",

		  n, s, t, sym_name(&policydb, SYM_CLASSES, tclass-1));

out:

	kfree(s);

	kfree(t);

	kfree(n);

	if (!selinux_enforcing)

		return 0;

	return -EACCES;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"static void filename_compute_type(struct policydb *p, struct context *newcontext,

				  u32 stype, u32 ttype, u16 tclass,

				  const char *objname)

{

	struct filename_trans ft;

	struct filename_trans_datum *otype;



	/*

	 * Most filename trans rules are going to live in specific directories

	 * like /dev or /var/run.  This bitmap will quickly skip rule searches

	 * if the ttype does not contain any rules.

	 */

	if (!ebitmap_get_bit(&p->filename_trans_ttypes, ttype))

		return;



	ft.stype = stype;

	ft.ttype = ttype;

	ft.tclass = tclass;

	ft.name = objname;



	otype = hashtab_search(p->filename_trans, &ft);

	if (otype)

		newcontext->type = otype->otype;

}",c,safe,,,,,,,,,,,,,,,,,,,,,,,
"else if (cladatum && cladatum->default_role == DEFAULT_TARGET) {

		newcontext.role = tcontext->role;
